1,53,1
2,54,1
3,49,1
4,55,1
5,56,1
6,57,1
7,58,1
8,59,1
9,60,1
10,61,1
11,62,1
12,63,1
13,64,1
14,139,2
15,140,2
16,120,2
17,141,2
18,142,2
19,119,2
20,143,2
21,144,2
22,145,2
23,146,2
24,147,2
25,148,2
26,49,2
27,149,2
28,150,2
29,102,2
30,51,2
31,105,2
32,177,3
33,178,3
34,179,3
35,180,3
36,181,3
37,182,3
38,183,3
39,184,3
40,185,3
41,186,3
42,187,3
43,188,3
44,189,3
45,190,3
46,191,3
47,192,3
48,193,3
49,194,3
50,195,3
51,196,3
52,197,3
53,198,3
54,199,3
55,200,3
56,201,3
57,202,3
58,203,3
59,166,3
60,204,3
61,83,3
62,205,3
63,207,4
64,208,4
65,209,4
66,210,4
67,211,4
68,199,4
69,212,4
70,213,4
71,214,4
72,225,5
73,226,5
74,227,5
75,228,5
76,110,5
77,229,5
78,230,5
79,231,5
80,31,5
81,232,5
82,233,5
83,234,5
84,235,5
85,236,5
86,163,5
87,237,5
88,238,5
89,239,5
90,240,5
91,63,5
92,249,6
93,250,6
94,251,6
95,252,6
96,253,6
97,254,6
98,255,6
99,256,6
100,257,6
101,259,7
102,166,7
103,260,7
104,261,7
105,262,7
106,263,7
107,40,7
108,264,7
109,265,7
110,324,8
111,325,8
112,326,8
113,327,8
114,328,8
115,329,8
116,330,8
117,331,8
118,332,8
119,333,8
120,13,9
121,69,9
122,93,9
123,106,9
124,343,9
125,344,9
126,345,9
127,33,9
128,114,9
129,348,10
130,349,10
131,350,10
132,34,10
133,351,10
134,352,10
135,353,10
136,354,10
137,132,10
138,355,10
139,95,10
140,356,10
141,357,10
142,358,10
143,359,10
144,360,10
145,361,10
146,40,10
147,221,10
148,362,10
149,363,10
150,364,10
151,31,11
152,396,11
153,64,11
154,397,11
155,398,11
156,399,11
157,400,11
158,401,11
159,171,11
160,102,12
161,412,12
162,413,12
163,414,12
164,415,12
165,240,12
166,416,12
167,150,12
168,417,12
169,418,12
170,298,12
171,419,12
172,110,12
173,420,12
174,421,12
175,422,12
176,423,12
177,424,12
178,399,12
179,425,12
180,426,12
181,427,12
182,428,12
183,429,12
184,430,12
185,431,12
186,432,12
187,433,12
188,434,12
189,435,12
190,226,12
191,436,12
192,105,12
193,437,12
194,438,12
195,439,12
196,440,12
197,441,12
198,396,12
199,442,12
200,443,12
201,172,12
202,444,12
203,445,12
204,446,12
205,447,12
206,4,12
207,448,12
208,293,13
209,226,13
210,110,13
211,437,13
212,487,13
213,239,13
214,397,13
215,488,13
216,489,13
217,490,13
218,103,13
219,499,14
220,95,14
221,482,14
222,500,14
223,248,14
224,219,14
225,501,14
226,502,14
227,363,14
228,405,14
229,40,14
230,503,14
231,188,14
232,504,14
233,505,14
234,506,14
235,507,14
236,508,14
237,189,14
238,509,14
239,510,14
240,511,14
241,453,14
242,242,14
243,518,15
244,286,15
245,519,15
246,520,15
247,48,15
248,521,15
249,522,15
250,523,15
251,33,15
252,31,16
253,415,16
254,240,16
255,2,16
256,13,16
257,447,16
258,330,16
259,543,16
260,7,16
261,377,16
262,544,16
263,60,16
264,106,16
265,318,16
266,545,16
267,287,17
268,587,17
269,588,17
270,279,17
271,17,17
272,589,17
273,519,17
274,48,17
275,590,17
276,278,17
277,76,17
278,106,17
279,591,17
280,592,17
281,47,17
282,29,17
283,595,18
284,596,18
285,597,18
286,40,18
287,561,18
288,458,18
289,333,18
290,506,18
291,99,18
292,598,18
293,200,18
294,599,18
295,112,18
296,313,18
297,600,18
298,134,18
299,601,18
300,602,18
301,188,18
302,265,18
303,603,18
304,314,18
305,604,18
306,605,18
307,606,18
308,210,18
309,108,18
310,607,18
311,608,18
312,647,19
313,31,19
314,171,19
315,648,19
316,584,19
317,463,19
318,439,19
319,22,19
320,649,19
321,60,19
322,447,19
323,652,20
324,653,20
325,654,20
326,633,20
327,33,20
328,20,20
329,284,20
330,312,20
331,367,20
332,411,20
333,287,20
334,155,20
335,669,21
336,670,21
337,671,21
338,165,21
339,672,21
340,673,21
341,674,21
342,675,21
343,676,21
344,677,21
345,678,21
346,679,21
347,680,21
348,199,22
349,683,22
350,684,22
351,685,22
352,686,22
353,209,22
354,480,22
355,259,22
356,188,22
357,687,22
358,688,22
359,450,22
360,689,22
361,690,22
362,691,22
363,692,22
364,693,22
365,694,22
366,309,22
367,695,22
368,627,22
369,261,22
370,696,22
371,697,22
372,698,22
373,699,22
374,700,22
375,701,22
376,349,22
377,702,22
378,135,22
379,703,22
380,264,22
381,729,23
382,378,23
383,581,23
384,730,23
385,731,23
386,732,23
387,733,23
388,734,23
389,735,23
390,736,23
391,791,24
392,792,24
393,793,24
394,794,24
395,267,24
396,795,24
397,796,24
398,797,24
399,798,24
400,799,24
401,677,24
402,800,24
403,801,24
404,802,24
405,803,24
406,804,24
407,805,24
408,806,24
409,807,24
410,126,24
411,808,24
412,28,25
413,47,25
414,279,25
415,842,25
416,843,25
417,844,25
418,653,25
419,845,25
420,2,25
421,518,25
422,846,25
423,847,25
424,91,25
425,838,26
426,462,26
427,527,26
428,171,26
429,13,26
430,415,26
431,68,26
432,21,26
433,105,26
434,60,26
435,864,27
436,865,27
437,866,27
438,81,27
439,189,27
440,37,27
441,867,27
442,868,27
443,597,27
444,869,27
445,161,28
446,519,28
447,71,28
448,771,28
449,871,28
450,530,28
451,872,28
452,873,28
453,33,28
454,521,28
455,764,28
456,411,28
457,113,28
458,85,28
459,518,28
460,48,28
461,623,28
462,31,29
463,874,29
464,875,29
465,424,29
466,330,29
467,41,29
468,876,29
469,261,29
470,877,29
471,43,29
472,878,29
473,363,29
474,720,30
475,248,30
476,884,30
477,669,30
478,119,30
479,885,30
480,886,30
481,887,30
482,888,30
483,542,30
484,83,30
485,891,31
486,892,31
487,459,31
488,210,31
489,893,31
490,604,31
491,894,31
492,686,31
493,895,31
494,51,31
495,896,31
496,897,31
497,275,31
498,646,31
499,615,32
500,904,32
501,905,32
502,906,32
503,907,32
504,646,32
505,505,32
506,908,32
507,307,32
508,188,32
509,622,32
510,909,32
511,132,32
512,349,32
513,910,32
514,911,32
515,669,32
516,500,32
517,840,32
518,912,32
519,913,32
520,95,32
