3,49,1
7,58,1
24,147,2
34,179,3
51,196,3
57,202,3
81,232,5
82,233,5
104,261,7
108,264,7
112,326,8
124,343,9
143,359,10
146,40,10
164,415,12
165,240,12
170,298,12
182,428,12
190,226,12
199,442,12
210,110,13
216,489,13
233,505,14
240,511,14
242,242,14
248,521,15
260,7,16
269,588,17
280,592,17
300,602,18
312,647,19
318,439,19
321,60,19
328,20,20
344,677,21
361,690,22
367,695,22
376,349,22
378,135,22
382,378,23
394,794,24
401,677,24
407,805,24
421,518,25
425,838,26
434,60,26
469,261,29
476,884,30
478,119,30
510,909,32
519,913,32
543,692,32
569,681,33
575,46,34
584,398,34
593,364,35
595,996,35
602,1000,35
604,1001,35
609,195,35
613,316,35
614,506,35
647,594,38
670,1082,40
673,1075,40
675,1059,40
682,1087,40
685,31,41
688,463,41
713,1100,42
721,883,43
726,439,43
739,1120,43
743,785,43
746,13,44
747,455,44
759,13,45
761,1154,45
779,60,46
782,1157,46
808,147,47
826,635,48
833,1118,48
838,631,49
844,1193,49
846,103,49
855,76,50
861,2,50
874,1216,51
881,242,51
885,1228,52
890,1091,52
891,1229,52
908,1237,52
920,569,53
928,1242,53
951,1219,55
961,180,55
970,1259,55
1006,1279,58
1007,528,58
1029,1047,60
1035,747,61
1039,617,61
1045,1346,62
1066,280,63
1072,765,63
1084,385,63
1086,1374,64
1087,1375,64
1105,877,65
1106,512,65
1109,110,65
1131,359,66
1171,1448,70
1199,1369,71
1201,222,72
1246,287,75
1255,157,76
1281,1505,78
1286,735,78
1300,576,79
1310,1216,79
1312,1038,79
1317,404,79
1322,377,79
1333,188,79
1339,1536,79
1358,1540,79
1362,40,79
1378,1545,79
1382,1546,79
1387,1547,79
1390,1550,80
1394,1171,80
1401,1119,81
1402,1553,81
1403,1554,81
1405,1556,81
1410,676,81
1411,1289,81
1412,705,81
1428,1302,81
1432,1569,81
1438,1572,81
1439,1573,81
1454,455,82
1466,1273,82
1491,980,84
1507,1426,85
1517,1547,86
1534,962,88
1539,124,88
1548,505,88
1554,119,88
1559,1627,89
1565,1022,89
1575,991,90
1598,883,91
1607,1194,92
1608,1517,92
1615,17,93
1644,335,96
1651,1353,96
1659,764,97
1676,1714,98
1678,881,98
1686,647,98
1703,388,99
1712,665,100
1729,1484,102
1730,1330,102
1751,452,103
1756,994,103
1769,363,104
1784,620,105
1819,461,107
1839,97,107
1852,1069,108
1864,920,109
1867,1816,109
1880,506,110
1885,1151,110
1888,693,110
1904,151,111
1918,224,111
1930,72,112
1932,1833,112
1939,140,113
1942,777,113
1946,212,114
2028,17,117
2031,85,117
2055,1171,119
2083,1319,122
2088,234,122
2089,1907,122
2106,150,124
2117,1317,124
2121,981,124
2127,828,125
2138,167,125
2162,1933,125
2164,333,125
2172,137,125
2182,1942,126
2183,1818,126
2188,1391,126
2218,372,129
2234,626,129
2242,1870,130
2269,189,133
2293,13,134
2297,1117,134
2301,2009,135
2323,33,137
2327,771,137
2347,598,139
2364,2037,140
2394,526,143
2408,447,145
2423,119,146
2426,2063,146
2436,518,147
2440,765,147
2444,180,148
2446,720,148
2456,1016,148
2487,2084,149
2496,154,149
2500,363,149
2509,1127,149
2520,242,150
2533,2099,151
2545,168,152
2551,13,153
2557,456,153
2570,89,153
2571,17,153
2581,783,154
2611,145,154
2629,437,155
2641,56,156
2645,2134,157
2646,127,157
2647,252,157
2678,910,160
2686,669,161
2705,1310,161
2712,1000,161
2724,450,161
2730,1095,161
2745,2007,161
2748,1254,162
2773,2164,164
2788,1380,164
2817,1509,166
2830,2185,167
2839,403,168
